Oportunidade: Nº da Oportunidade;Empresa;Data de criação;Data de envio proposta;Data de Fechada e Ganha;Data da última modificação;Valor;Fase Comercial;Nome de Nova Venda;Finalidade;Origem;Departamento(s) da oportunidade;Motivo Perdido;Tipo de venda;ERP;Forma de Pagamento;Observações;SKU;Quantidade de itens da cotação;Vendedor
903136;2102;13/12/2021;13/12/2021;;20/12/2021;24989,75;Congelada;NV - 0016407;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Split Gree Eco Garden 30.000 BTU/h Frio - 220 Volts;101255715;5;C
903140;2103;13/12/2021;13/12/2021;22/12/2021;22/12/2021;14999,94;Congelada;NV - 0016409;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;Computador Completo Intel Core i5 4GB HD 500GB Monitor LED 24 hdmi Eas...;3427505438;6;G
903140;2103;13/12/2021;13/12/2021;22/12/2021;22/12/2021;12703,92;Congelada;NV - 0016410;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;Estabilizador sms 16620 revolution speed 500va entrada bivolt e saída ...;127376232;43;G
903482;2104;13/12/2021;13/12/2021;;23/12/2021;61199,91;Congelada;NV - 0016453;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV 75"" UHD Samsung 4k 75AU7700 Processador Crystal 4k Tela Sem L...";3069509542;9;C
903150;2105;13/12/2021;13/12/2021;;20/12/2021;25794;Congelada;NV - 0016411;Uso e consumo;;PCS;;Cotação;;Boleto;Notebook Dell Inspiron 3501-M41P 15.6 HD 10ª Geração Intel Core i5 4GB...;3714684774;6;C
903167;923;13/12/2021;13/12/2021;;23/12/2021;23374;Congelada;NV - 0016413;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A03s 64GB 4G Wi-Fi Tela 6,5'' Dual Chip 4GB ...;3687308588;26;C
903167;923;13/12/2021;13/12/2021;;23/12/2021;47980;Congelada;NV - 0016423;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6...;3234381205;20;C
903152;621;13/12/2021;13/12/2021;22/12/2021;22/12/2021;12590;Congelada;NV - 0016412;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ...;3518165272;10;G
903176;2106;13/12/2021;13/12/2021;;23/12/2021;28672,71;Congelada;NV - 0016414;Revenda;;ELETROPORTÁTEIS;;Cotação;;Boleto;Frigobar Philco 123L PFG125B - 110v;3154717522;17;C
903176;2106;13/12/2021;13/12/2021;;23/12/2021;13735,8;Congelada;NV - 0016415;Revenda;;ELETROPORTÁTEIS;;Cotação;;Boleto;Lavadora de Roupas Panasonic 16kg NA-F160B6WA Cesto Inox 9 Programas de lavagem branca - 110v;1846763811;6;C
903192;2107;13/12/2021;13/12/2021;;23/12/2021;18316,65;Congelada;NV - 0016416;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB R...;3163813532;15;C
903192;2107;13/12/2021;13/12/2021;;23/12/2021;11672;Congelada;NV - 0016417;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy M32 128GB 4G Wi-Fi Tela 6,4'' Dual Chip 6GB ...;3501167618;8;C
903548;1270;13/12/2021;13/12/2021;;23/12/2021;129664,44;Congelada;NV - 0016454;Revenda;;PCS;;Cotação;;Boleto;Notebook Acer A515-54-53VN Intel Core I5 8GB 256GB SSD W10 15.6'' IPS;3735745011;36;C
903202;2108;13/12/2021;13/12/2021;22/12/2021;22/12/2021;24422,2;Congelada;NV - 0016420;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB R...;3163813532;20;G
903196;2109;13/12/2021;13/12/2021;22/12/2021;22/12/2021;17360,28;Congelada;NV - 0016419;Revenda;;PCS;;Cotação;;Boleto;"Notebook Lenovo Ultrafino Ideapad 3i I3-10110u 4GB 256GB SSD Tela 15,6"" Windows 11 - Prata";4120059411;4;G
903203;2110;13/12/2021;13/12/2021;;23/12/2021;12359,96;Congelada;NV - 0016421;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem Limites visual livre de cabos...";3069506190;4;C
903242;2111;13/12/2021;13/12/2021;13/12/2021;23/12/2021;11089,92;Projeto em andamento;NV - 0016424;Revenda;;ELETRONICOS (TVs);;Cotação;;Cartão de Crédito;"Smart TV Philco 50"" 4K LED UHD PTV50N10N5E - 4 HDMI 2 USB Wi-Fi Dolby ...";3456310664;5;C
903228;2112;13/12/2021;13/12/2021;;23/12/2021;22499,85;Congelada;NV - 0016425;Revenda;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Split Philco 12000 BTUs PAC12000TFM12 Frio - 220v;4047759920;15;C
852222;1430;09/08/2021;13/12/2021;;01/04/2022;1614,59;Projeto em Desenvolvimento;NV - 0016962;;;;;;;;09-911040754;0;;O
852222;1430;09/08/2021;13/12/2021;;01/04/2022;3015,99;Projeto em Desenvolvimento;NV - 0016964;;;;;;;;09-912203803;0;;O
852222;1430;09/08/2021;13/12/2021;;01/04/2022;4285,73;Projeto em Desenvolvimento;NV - 0016963;;;;;;;;09-911220538;0;;O
903244;1284;13/12/2021;13/12/2021;13/12/2021;13/12/2021;18459;Projeto em andamento;NV - 0016426;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB R...;2655733117;21;C
903399;2113;13/12/2021;13/12/2021;23/12/2021;23/12/2021;14399,7;Congelada;NV - 0016447;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";1611324805;3;G
903399;2113;13/12/2021;13/12/2021;23/12/2021;23/12/2021;14399,7;Congelada;NV - 0016448;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";1611324805;3;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;93;Projeto em andamento;NV - 0016567;Uso e consumo;;PC GAMER;;;;Boleto;GUARDANAPO DE PAPEL FOLHA SIMPLES SEDA 20 X 20CM CAIXA COM 5000 UNIDADES MINIFLOR;430088129;1;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;210;Projeto em andamento;NV - 0016568;Uso e consumo;;PC GAMER;;;;Boleto;PRATO DE PLASTICO BIODEGRADAVEL 15CM C/ 10UN COPOBRAS;2635563641;30;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;2508;Projeto em andamento;NV - 0016569;Uso e consumo;;PC GAMER;;;;Boleto;"Monitor Philips 23,8"" IPS HDMI Bordas Ultrafinas 221V8";1704252249;3;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;2612,49;Projeto em andamento;NV - 0016559;Revenda;;PC GAMER;;;;Boleto;Monitor Games Acer Nitro XZ322Q 31,5'' Curve 165hz 4ms Vesa Display HDR;2933926972;1;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;9973,32;Projeto em andamento;NV - 0016565;Uso e consumo;;PC GAMER;;;;Boleto;BEBEDOURO PURIFICADOR DE AGUA IBBL REFRIGERADO PURIPRESS HANDS FREE INOX 127V;2390218258;12;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;5795,99;Projeto em andamento;NV - 0016560;Uso e consumo;;PC GAMER;;;;Boleto;Projetor VPL-DX240 XGA 3.200 Lúmens - Sony;133703973;1;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;1818,04;Projeto em andamento;NV - 0016561;Uso e consumo;;PC GAMER;;;;Boleto;AR CONDICIONADO SPLIT PHILCO 12000 BTUS FRIO PAC12000ITFM9W 220V;2386948477;1;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;448,99;Projeto em andamento;NV - 0016562;Uso e consumo;;PC GAMER;;;;Boleto;MICRO-ONDAS MIDEA BRANCO E PRETO 20L 220V MTRS22;37596881;1;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;32549,9;Projeto em andamento;NV - 0016570;Uso e consumo;;PC GAMER;;;;Boleto;"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3171318144;10;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;1924,98;Projeto em andamento;NV - 0016563;Uso e consumo;;PC GAMER;;;;Boleto;Geladeira/Refrigerador Electrolux DC35A Branca 260L Cycle Defrost - 220v;111957471;1;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;6951,2;Projeto em andamento;NV - 0016564;Uso e consumo;;PC GAMER;;;;Boleto;FRIGOBAR 93 LITROS MIDEA BRANCO MRC10B2 110V;103864958;8;G
905767;1760;15/12/2021;13/12/2021;13/12/2021;15/12/2021;132;Projeto em andamento;NV - 0016566;Uso e consumo;;PC GAMER;;;;Boleto;GARFO SOBREMESA BIODEGRADAVEL BRANCO PACOTE COM 50 UNIDADES;4100334673;6;G
849545;93;02/08/2021;14/12/2021;;20/03/2022;44672;Congelada;NV - 0016707;;;;;;;;16 iphones SE;2449595286;17;J
910529;1514;30/12/2021;14/12/2021;14/12/2021;30/12/2021;256499;Projeto em andamento;NV - 0017150;Revenda;;PCS;;;;Boleto;"Notebook Vaio FE15 Intel Core i3-10110U 4GB 128GB SSD Linux 15.6"" Chumbo Escuro";3529354706;100;C
861904;2114;14/09/2021;14/12/2021;30/09/2021;30/09/2021;107999,28;Congelada;NV - 0012796;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Cartão de Crédito;Smart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR para Brilho e Contraste com Plataforma Tizen 2 HDMI 1 USB - Preta;1618074634;72;G
903839;2115;14/12/2021;14/12/2021;;23/12/2021;21435;Congelada;NV - 0016490;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy M32 128GB 4G Wi-Fi Tela 6,4'' Dual Chip 6GB RAM Câmera Quadrupla + Selfie 20MP - Azul;3501167482;15;C
903856;2116;14/12/2021;14/12/2021;23/12/2021;23/12/2021;22499,85;Congelada;NV - 0016491;Revenda;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Split Philco 12000 BTUs PAC12000TFM12 Frio - 220v;4047759920;15;G
903875;2117;14/12/2021;14/12/2021;14/12/2021;14/12/2021;5199,96;Projeto em andamento;NV - 0016492;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV LED 32"" Philco PTV32G52S HD";1322119303;4;C
903875;2117;14/12/2021;14/12/2021;14/12/2021;14/12/2021;108;Projeto em andamento;NV - 0016493;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;Suporte Fixo De Tv Para Quarto Sony Samsung LG Philco;1735454097;4;C
904499;1658;15/12/2021;14/12/2021;14/12/2021;15/12/2021;7266,22;Projeto em andamento;NV - 0016546;Revenda;;PCS;;;;Cartão de Crédito;Notebook Acer A515-54g-53xp Ci5-10210u 8gb 256gbssd W10 15,6 Mx250-2gb;3280454444;2;C
852222;1430;09/08/2021;14/12/2021;;01/04/2022;8799,98;Projeto em Desenvolvimento;NV - 0016967;Uso e consumo;;;;;;;09-913235026;0;;O
852222;1430;09/08/2021;14/12/2021;;01/04/2022;6838,2;Projeto em Desenvolvimento;NV - 0016518;Uso e consumo;;;;;;;MESA - Tablet Samsung Galaxy Tab S7;3420720274;2;O
852222;1430;09/08/2021;14/12/2021;;01/04/2022;1938,15;Projeto em Desenvolvimento;NV - 0016519;Uso e consumo;;;;;;;MESA - Tablets;160543101;2;O
924688;2118;28/01/2022;14/12/2021;28/01/2022;22/02/2022;4960,4;Projeto em andamento;NV - 0018557;Uso e consumo;;TELEFONIA;;;;Faturado;Smartphone Moto G20 64GB;3171318777;4;K
904047;2119;14/12/2021;14/12/2021;23/12/2021;23/12/2021;22245;Congelada;NV - 0016498;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;5;G
904047;2119;14/12/2021;14/12/2021;23/12/2021;23/12/2021;28745;Congelada;NV - 0016499;Revenda;;TELEFONIA;;Cotação;;Boleto;iPhone 12 Apple 128GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Preto;3591024097;5;G
904047;2119;14/12/2021;14/12/2021;23/12/2021;23/12/2021;15198;Congelada;NV - 0016500;Revenda;;TELEFONIA;;Cotação;;Boleto;iPhone 13 Apple 128GB iOS 5G Wi-Fi Tela 6.1'' Câmera Dupla 12MP - (PRO...;3919528417;2;G
904058;2120;14/12/2021;14/12/2021;;23/12/2021;13580;Congelada;NV - 0016502;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul;2891924134;20;C
904065;2121;14/12/2021;14/12/2021;16/12/2021;16/12/2021;14151,15;Projeto em andamento;NV - 0016503;Uso e consumo;;ALIMENTOS;;Cotação;;Boleto;Chocottone Bauducco - 500g;5471737;855;G
903739;1565;14/12/2021;14/12/2021;21/12/2021;21/12/2021;1020439;Projeto em andamento;NV - 0016465;Revenda;;PCS;;Cotação;;Boleto;"Notebook Vaio FE14 VJFE42F11X-B0361H Intel Core i5-10210U 8GB 256GB FHD Linux 14"" Chumbo Escuro";3395139022;350;G
903754;397;14/12/2021;14/12/2021;;23/12/2021;15790;Congelada;NV - 0016466;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Preto;2969966917;10;C
903720;2122;14/12/2021;14/12/2021;14/12/2021;14/12/2021;108990;Projeto em andamento;NV - 0016460;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Preto;3518165176;100;C
903725;2123;14/12/2021;14/12/2021;23/12/2021;23/12/2021;14594,28;Congelada;NV - 0016463;Uso e consumo;;MÓVEIS - DECORAÇÃO;;Cotação;;Boleto;Gondola Centro 170 Amapa Flex Kit 2 Metros 1 Ponta Preto;66179003;4;G
904228;2124;15/12/2021;15/12/2021;;23/12/2021;26076,3;Congelada;NV - 0016514;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";1614132374;5;C
904228;2124;15/12/2021;15/12/2021;;23/12/2021;25225,8;Congelada;NV - 0016515;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;5;C
904401;2125;15/12/2021;15/12/2021;;23/12/2021;16867,7;Congelada;NV - 0016536;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar-Condicionado de Janela Springer Midea Mecânico 27.000 btus Frio 220V;48232620;4;C
904417;2126;15/12/2021;15/12/2021;20/12/2021;23/12/2021;175727,61;Projeto em andamento;NV - 0016537;Revenda;;PCS;;Cotação;;Boleto;"Notebook 2 Em 1 Dell Inspiron I14-5406-a20s 11ª Intel Core I5-1135G7 8GB 256GB SSD W10 14""";4031464001;39;G
904441;1560;15/12/2021;15/12/2021;15/12/2021;15/12/2021;7699;Projeto em andamento;NV - 0016539;Revenda;;TELEFONIA;;Cotação;;Cartão de Crédito;Smartphone Motorola Moto E7 Dual Chip Android 10;2945004078;10;C
904478;183;15/12/2021;15/12/2021;;23/12/2021;21745;Congelada;NV - 0016542;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;5;C
904478;183;15/12/2021;15/12/2021;;23/12/2021;21745;Congelada;NV - 0016543;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";1614132374;5;C
904478;183;15/12/2021;15/12/2021;;23/12/2021;45990;Congelada;NV - 0016544;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (128GB) Preto tela 6,1"" Câmera 12MP iOS";1611318026;10;C
904517;2112;15/12/2021;15/12/2021;;23/12/2021;25999,8;Congelada;NV - 0016547;Revenda;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Split Philco 9000 BTUs PAS9200F1 Frio - 220V;4183904757;20;C
904525;2127;15/12/2021;15/12/2021;23/12/2021;23/12/2021;11603,9;Congelada;NV - 0016548;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB R...;3586823417;11;G
904278;2080;15/12/2021;15/12/2021;15/12/2021;15/12/2021;19375;Projeto em andamento;NV - 0016524;Revenda;;TABLETS;;Cotação;;Boleto;Tablet Samsung Galaxy A7 Lite Wifi 32GB 3GB RAM SM-T220NZAPZTO;3420573008;25;C
904384;2128;15/12/2021;15/12/2021;15/12/2021;23/12/2021;17575,82;Projeto em andamento;NV - 0016534;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Motorola Moto E7 Dual Chip Android 10 Tela 6.5” 64GB Câmera 48MP + 2MP Frontal 5MP – Cinza Metálico;2945004115;22;G
852222;1430;09/08/2021;15/12/2021;;01/04/2022;91198,8;Projeto em Desenvolvimento;NV - 0016578;Uso e consumo;;;;;;;MESA - Cadeira de Escritório Mesh;2972571191;120;O
890972;1911;01/12/2021;15/12/2021;15/12/2021;15/12/2021;168300;Projeto em andamento;NV - 0016556;Revenda;;ELETRONICOS (TVs);;Cotação;;Cartão de Crédito;"Smart TV Philco 40"" Led Full HD 40G70N5CBLF Wi-Fi 3 HDMI 2 USB";3280464600;99;C
904566;2129;15/12/2021;15/12/2021;;23/12/2021;11984,08;Congelada;NV - 0016551;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Split Hw On/off Eco Top Agratto 9000 Btus Frio 220V Mo...;53354928;8;C
904566;2129;15/12/2021;15/12/2021;;23/12/2021;10213;Congelada;NV - 0016552;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Split Elgin Eco Power 9.000 BTU/h Frio HWFI09B2IA;27201343;7;C
904566;2129;15/12/2021;15/12/2021;;23/12/2021;11053;Congelada;NV - 0016553;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Gree Split GTop Hi Wall 9000 Btus Frio 220V Mono;3618173077;7;C
904566;2129;15/12/2021;15/12/2021;;23/12/2021;12390;Congelada;NV - 0016554;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Eco Plus 18000 Btu Frio Elgin;29315305;5;C
904610;2130;15/12/2021;15/12/2021;23/12/2021;23/12/2021;32952;Congelada;NV - 0016555;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV LED 32 HD hq HQSTV32NP Netflix Youtube 2 hdmi 2 USB Wi-Fi;1733178359;24;G
905776;1760;15/12/2021;15/12/2021;15/12/2021;15/12/2021;4199;Projeto em andamento;NV - 0016571;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;Boleto;KIT DE MOUSE E TECLADO USB BRIGHT 0055;346461;50;G
905776;1760;15/12/2021;15/12/2021;15/12/2021;15/12/2021;40840,5;Projeto em andamento;NV - 0016572;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;Boleto;NOTEBOOK DELL INSPIRON 3501-M41P 15.6 HD 10A GERACAO INTEL CORE I5 4GB 256GB SSD WINDOWS PRETO;3714684774;10;G
905776;1760;15/12/2021;15/12/2021;15/12/2021;15/12/2021;1495;Projeto em andamento;NV - 0016573;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;Boleto;FONE DE OUVIDO NEON SERIES BRANCO;125763909;50;G
905776;1760;15/12/2021;15/12/2021;15/12/2021;15/12/2021;32351;Projeto em andamento;NV - 0016574;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;Boleto;COMPUTADOR COMPLETO PC CPU FLEX ASUS INTEL CORE I7 8GB HD 1TB COM KIT MONITOR 19;3636335834;10;G
905779;1760;15/12/2021;15/12/2021;15/12/2021;15/12/2021;43215,5;Projeto em andamento;NV - 0016575;Uso e consumo;;PCS;;;;Boleto;NOTEBOOK DELL INSPIRON 3501-M46P 15.6 HD 10A GERACAO INTEL CORE I5 8GB 256GB SSD WINDOWS PRETO;3714683114;10;G
905779;1760;15/12/2021;15/12/2021;15/12/2021;15/12/2021;34357;Projeto em andamento;NV - 0016576;Uso e consumo;;PCS;;;;Boleto;COMPUTADOR COMPLETO PC CPU FLEX ASUS INTEL CORE I7 8GB HD 1TB COM KIT MONITOR 19 WINDOWS 10;3636333134;10;G
905779;1760;15/12/2021;15/12/2021;15/12/2021;15/12/2021;1497;Projeto em andamento;NV - 0016577;Uso e consumo;;PCS;;;;Boleto;FONE DE OUVIDO NEON SERIES BRANCO;125763909;50;G
906204;74;16/12/2021;15/12/2021;15/12/2021;16/12/2021;122706;Projeto em andamento;NV - 0016624;Revenda;;TELEFONIA;;;;Boleto;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul;3586826562;150;C
906204;74;16/12/2021;15/12/2021;15/12/2021;16/12/2021;122706;Projeto em andamento;NV - 0016625;Revenda;;TELEFONIA;;;;Boleto;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Vermelho;3586823396;150;C
909212;2131;27/12/2021;15/12/2021;16/12/2021;30/12/2021;18619,93;Projeto em andamento;NV - 0017066;Revenda;;CLIMATIZAÇÃO;;Cotação;;Boleto;"Notebook Lenovo Ultrafino Ideapad 3i I3-10110u 4GB 256GB SSD Tela 15,6"" Windows 11 - Prata";4120059234;7;C
909212;2131;27/12/2021;15/12/2021;16/12/2021;30/12/2021;11443,72;Projeto em andamento;NV - 0017067;Revenda;;CLIMATIZAÇÃO;;Cotação;;Boleto;AR-CONDICIONADO SPLIT HW AGRATTO ECO 30.000 BTUS SO FRIO 220V;1255475358;4;C
905716;2132;15/12/2021;15/12/2021;;23/12/2021;37499,9;Congelada;NV - 0016557;Uso e consumo;;PCS;;Cotação;;Boleto;Notebook Samsung Book NP550XDA-KF2BR Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) Tela 15.6'' Windows 10 FHD - Cinza Chumbo;3081358898;10;C
811352;1936;19/04/2021;16/12/2021;28/02/2022;09/03/2022;3469,98;Projeto em andamento;NV - 0017022;Uso e consumo;;;;Cotação;;Faturado;Pedido: 09-913198733;3420720274;1;H
811352;1936;19/04/2021;16/12/2021;28/02/2022;09/03/2022;3469,98;Projeto em andamento;NV - 0017021;Uso e consumo;;;;Cotação;;Faturado;Pedido: 09-913198512;3420720274;1;H
811352;1936;19/04/2021;16/12/2021;28/02/2022;09/03/2022;3469,98;Projeto em andamento;NV - 0017023;Uso e consumo;;;;Cotação;;Faturado;Pedido: 09-913198403;3420720274;1;H
852222;1430;09/08/2021;16/12/2021;;01/04/2022;2374,04;Projeto em Desenvolvimento;NV - 0016638;Uso e consumo;;;;;;;MESA - Geladeira/Refrigerador Electrolux Duplex;134549832;1;O
906046;2133;16/12/2021;16/12/2021;;23/12/2021;22989,52;Congelada;NV - 0016615;Revenda;;ELETRONICOS (TVs);;Cotação;;Cartão de Crédito;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem L...";3069506190;8;C
906581;1911;17/12/2021;16/12/2021;16/12/2021;17/12/2021;52637,4;Projeto em andamento;NV - 0016661;Revenda;;PCS;;;;Boleto;Notebook Samsung Book Intel Core I3-1115G4 4GB 1TB W10 FHD 15.6'' Cinza Chumbo NP550XDA-KT1BR;3081357828;20;C
906695;1782;17/12/2021;16/12/2021;17/12/2021;17/12/2021;43360;Projeto em andamento;NV - 0016678;Uso e consumo;;TELEFONIA;;;;Boleto;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB;3586824250;50;G
908683;2092;23/12/2021;16/12/2021;17/12/2021;23/12/2021;56093,4;Projeto em andamento;NV - 0016795;Uso e consumo;;PCS;;;;Boleto;KIT NOTEBOOK ULTRAFINO DELL INSPIRON I5402-M40SC 14 FHD 11A GER. INTEL CORE I7 16GB 512GB SSD NVIDIA GEFORCE W11 * CAPA;4359315981;10;G
906168;1272;16/12/2021;16/12/2021;16/12/2021;16/12/2021;86990;Projeto em andamento;NV - 0016618;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi;2655733635;100;C
906178;2068;16/12/2021;16/12/2021;16/12/2021;23/12/2021;143219,56;Projeto em andamento;NV - 0016620;Revenda;;PCS;;Cotação;;Boleto;"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3171318144;44;G
906205;2134;16/12/2021;16/12/2021;;28/12/2021;12359,96;Congelada;NV - 0016626;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem L...";3069506190;4;C
905855;2135;16/12/2021;16/12/2021;23/12/2021;23/12/2021;12899,6;Congelada;NV - 0016587;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Boleto;Fritadeira Sem Óleo Britânia Air Fry BFR01VI 3,2L - 127v;133269791;40;G
905862;2136;16/12/2021;16/12/2021;23/12/2021;23/12/2021;22995;Congelada;NV - 0016593;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (128GB) Preto tela 6,1"" Câmera 12MP iOS";1611318026;5;G
905872;2092;16/12/2021;16/12/2021;17/12/2021;23/12/2021;209775,29;Projeto em andamento;NV - 0016596;Uso e consumo;;PCS;;Cotação;;Boleto;Notebook Ultrafino Dell Inspiron i5402-M40S 14 Full HD 11ª Ger. Intel ...;2965391651;38;G
905857;2137;16/12/2021;16/12/2021;;23/12/2021;13497;Congelada;NV - 0016588;Revenda;;TELEFONIA;;Cotação;;Boleto;iPhone XR Apple (128GB) Preto Tela 6,1 4G Câmera Traseira 12MP iOS;134347982;3;C
905857;2137;16/12/2021;16/12/2021;;23/12/2021;10256,2;Congelada;NV - 0016589;Revenda;;TELEFONIA;;Cotação;;Boleto;Game FIFA 22 -PS4;3795932927;38;C
905863;;16/12/2021;16/12/2021;;23/12/2021;11398;Congelada;NV - 0016595;Revenda;;TELEFONIA;;Cotação;;Boleto;iPhone 12 Apple 128GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP -;3624889442;2;C
905887;1102;16/12/2021;16/12/2021;;28/12/2021;13018,6;Congelada;NV - 0016598;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Boleto;Ventilador de Parede Industrial 1 Metro Ventisol Preto com Controle de...;3569009384;14;C
